1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
the,movie,was,very,interesting,from,beginning,to,the,end,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,liked,the,way,dustin,hoffman's,character,was,ready,to,do,just,about,everything,to,stay,with,his,son,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,movie,is,also,revealing,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
personally,i,think,it,shows,that,people,should,learn,to,find,a,compromise,them,self,without,involving,other,people,into,issue,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,
and,it,was,boring,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,am,so,tired,of,clichã©s,that,is,just,lazy,writing,and,here,they,come,in,thick,and,fast,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ps,the,only,scene,in,the,movie,that,was,cool,is,when,the,central,character,finds,her,room,blown,up,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,a,fresh,subtle,and,rather,sublime,effect,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an,italian,reviewer,called,this,a,small,great,film,and,that's,right,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,the,actors,give,a,wonderful,performance,especially,jennifer,rubin,as,jamie,harris,who,changes,from,the,nervous,starlet,in,the,beginning,through,the,strange,events,she,is,part,of,to,the,cool,star,"",	,"",,,,,,,,,,,,,
you,learn,a,lot,about,the,real,inside,emotions,of,people,in,this,movie,and,a,lot,about,the,movie,business,itself,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,
the,movie,in,movie,situations,in,the,beginning,and,through,the,game,that,is,played,with,her,by,the,acting,coach,are,fascinating,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,
also,the,music,by,mark,snow,is,possibly,the,best,score,i've,ever,heard,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you,won't,forget,this,movie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
why,was,this,film,made,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,film,has,an,ultra-cheap,look,to,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,result,is,a,film,that,just,don't,look,right,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,of,them,are,engaging,or,exciting,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,plot,is,nonsense,that,doesn't,interest,in,the,slightest,way,or,have,any,uniqueness,to,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,foreigner,is,not,worth,one,second,of,your,time,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,saw,it,as,a,child,on,tv,back,in,1973,when,it,was,the,stranger,and,i,loved,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
but,the,duet,between,the,astronaut,and,his,doctor,at,the,beginning,of,the,movie,is,a,perfect,exchange,if,one,considers,that,this,movie,was,made,well,into,the,cold,war,and,the,astronaut's,biggest,fear,is,that,he,has,crashed,in,the,ussr,"",	,"",,
this,movie,is,so,awesome,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,loved,it,it,was,really,scary,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,love,the,scream,movies,and,all,horror,movies,and,this,one,ranks,way,up,there,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,you,want,a,real,scare,rent,this,one,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,an,extraordinary,film,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
as,a,courtroom,drama,it's,compelling,as,an,indictment,on,the,american,justice,system,it's,frightening,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,film,highlights,the,fundamental,flaws,of,the,legal,process,that,it's,not,about,discovering,guilt,or,innocence,but,rather,is,about,who,presents,better,in,court,"",	,"",,,,,,,,,,,,,,,,,,,,
the,film,is,well,paced,understated,and,one,of,the,best,courtroom,documentaries,i've,seen,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,mostly,routine,fact-based,tv,drama,gets,a,boost,from,the,fine,performance,by,cole,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predictable,but,not,a,bad,watch,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,clear,that,she,had,the,range,and,ability,to,pull,off,this,part,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
she,carries,the,movie,well,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
constantine,gives,everything,the,right,intensity,and,seems,to,have,a,good,understanding,of,the,underlying,psychological,motivations,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,is,wonderful,and,inspiring,to,watch,and,i,hope,that,it,gets,released,again,on,to,video,or,dvd,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
how,this,piece,of,trash,was,ever,released,is,beyond,me:,the,acting,the,story,the,characters,the,supposedly,special,effects,etcit's,all,wrong,"",	,"",,,,,,,,,,,,,,,,,,,,,,,
in,fact,this,stinker,smells,like,a,direct-to-video,release,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avoid,at,all,costs,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
star,trek,v,the,final,frontier,is,the,worst,in,the,series,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,acting,from,all,involved,and,that,includes,those,like,shatner,and,nimoy,is,bad,and,washed,out,and,making,them,seem,as,old,as,they,look,in,real,life,the,special,effects,are,tacky,like,when,spock,has,to,rescue,kirk,on,a,jet,pack,when,he,falls,down
the,attempts,at,humor,were,pitiful,and,story,is,so,awful,it,dosen't,bear,thinking,about,which,basically,involves,a,vulcan,stealing,the,enterprise,to,find,god,(seriously),i,just,didn't,care,about,any,of,this,film,and,oh,not,to,mention,uhura,does,a,belly,dance,to,distract,male
the,only,place,good,for,this,film,is,in,the,garbage,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,worst,one,of,the,series,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editing:,the,editing,of,this,film,was,phenomenal,in,my,opinion,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
when,a,song,could,explain,the,emotions,of,the,subjects,better,such,as,when,jay,adams',unfortunate,life,was,a,subject,of,talk,the,song,old,man,by,neil,young,was,played,which,evokes,many,emotions,"",	,"",,,,,,,,,,,
cinematography:,the,film,was,shot,in,an,interesting,way,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of,course,the,footage,from,the,70s,was,grainy,but,that,only,enhanced,the,film,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,film,offers,many,delights,and,surprises,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
when,achille,and,philippa,beautifully,sing,a,duet,from,don,giovanni,that,perfectly,describes,their,situation,in,the,movie,you,appreciate,the,subtle,layers,of,this,excellent,film,"",	,"",,,,,,,,,,,,,,,,,,,
the,story,unfolds,in,18th,century,jutland,and,the,use,of,period,music,played,on,period,instruments,is,just,one,more,fine,touch,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,
you,share,general,loewenhielm's,exquisite,joy,in,his,partaking,of,the,cailles,en,sarcophage,even,though,you,are,just,watching,a,movie,-,but,you,do,wish,for,just,a,small,sample,to,savor,"",	,"",,,,,,,,,,,,,
but,this,understated,film,leaves,a,lasting,impression,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,warmth,it,generates,is,in,contrast,to,its,austere,backdrop,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you,will,leave,the,theater,wanting,to,go,out,and,dance,under,the,stars,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,acting,as,you'd,expect,from,this,cast,is,top,notch,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,characters,are,fleshed,out,surprisingly,well,particularly,grimes,and,blake,and,all,the,actors,deliver,their,sharply,scripted,lines,with,just,the,right,amount,of,deadpan,tongue,in,cheek,to,make,the,dialogue,both,hilarious,and,realistic,"",	,"",,,,,,,,,
angus,scrimm,also,turns,in,a,good,performance,in,a,somewhat,brief,but,memorable,role,as,the,gently,menacing,violin-playing,anatomist,doctor,quinn,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,
conclusion,-,i,loved,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,a,long,time,since,i,was,so,entertained,by,a,movie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,struggle,to,find,anything,bad,to,say,about,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mark,my,words,this,is,one,of,those,cult,films,like,evil,dead,2,or,phantasm,that,people,will,still,be,discovering,and,falling,in,love,with,20,30,40,years,down,the,line,"",	,"",,,,,,,,,,,,,
it's,pretty,surprising,that,this,wonderful,film,was,made,in,1949,as,hollywood,generally,had,its,collective,heads,in,the,sand,concerning,black,and,white,issues,at,that,time,"",	,"",,,,,,,,,,,,,,,,,,
the,film,deserves,strong,kudos,for,taking,this,stand,for,having,exceptional,acting,from,its,mostly,lesser-known,cast,and,for,the,super-intelligent,script,that,doesn't,insult,the,audience,or,take,the,easy,way,out,when,it,comes,to,white,racism,"",	,"",,,,,,,
plus,with,the,movie's,rather,modest,budget,and,fast,running,time,it,does,an,amazing,job,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juano,hernandez,(an,exceptional,actor,who,played,supporting,roles,in,many,films,of,the,era),is,a,proud,black,man,who,is,accused,of,murdering,a,white,man,in,the,south,"",	,"",,,,,,,,,,,,,,,,
trumbull,on,i,love,lucy),"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
see,it,with,your,kids,if,you,have,a,chance--it,will,open,up,some,amazing,dialog,about,how,far,race,relations,have,come,in,the,last,50,years,"",	,"",,,,,,,,,,,,,,,,,,,
see,both,films,if,you,can,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,that,year,however,that,reminded,us,that,huston,was,still,at,the,top,of,his,game,as,evinced,by,his,faithful,adaptation,of,james,joyce's,acclaimed,novella,the,dead,"","	
feelings",thoughtsgabriel's,discomfort,during,the,danceall,these,intangibles,leap,to,life,and,come,within,the,viewer's,grasp,in
call,me,a,nut,but,i,think,this,is,one,of,the,best,movies,ever,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,character,actors,telly,savalas,and,peter,boyle,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"","",hour,54,minutes,of,sheer,tedium,melodrama,and,horrible,acting,a,mess,of,a,script,and,a,sinking,feeling,of,good,lord,what,were,they,thinking,"",	,,,,,,,,,,,,,,,,,,,,
lots,of,holes,in,the,script,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,like,a,bad,two,hour,tv,movie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now,imagine,that,every,single,one,of,those,decisions,was,made,wrong,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,dialogue,is,atrocious,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,acting,is,beyond,abysmal,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everything,stinks,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trouble,is,the,writing,and,directing,make,it,impossible,to,establish,those,things,that,make,a,movie,watchable,like,character,story,theme,and,so,on,"",	,"",,,,,,,,,,,,,,,,,,,,,,
worse,there's,an,incredibly,weak,sub-plot,thrown,in,that,follows,a,little,band,of,latter-day,mansonites,as,they,go,after,a,reporter,who's,working,on,a,story,on,the,anniversary,of,the,killings,"",	,"",,,,,,,,,,,,,,
it's,dumb,and,pointless,and,a,complete,waste,of,time,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,short,don't,bother,with,this,movie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,won't,spoil,it,but,the,ending,in,pretty,amazing,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,best,scene,in,the,movie,is,at,the,end,but,i,won't,spoil,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,there,was,ever,an,indication,of,a,writer,and,a,director's,ability,to,meld,two,highly,volatile,temperaments,into,a,seamless,union,of,creativity,then,this,is,it,"",	,"",,,,,,,,,,,,,,,,,,
the,result,is,a,powerhouse,achievement,made,more,timely,now,perhaps,because,of,our,culture's,disturbing,fascination,with,celebrity,and,it's,distorted,interpretations,of,fame,"",	,"",,,,,,,,,,,,,,,,,,,,,,
a,film,not,easily,forgotten,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but,kevin,spacey,is,an,excellent,verbal,tsunami,as,buddy,ackerman,â–,and,totally,believable,because,he,is,a,great,actor,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,
the,scripting,of,the,subtle,comedy,is,unmatched,by,any,movie,in,recent,years,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,characters,are,interesting,even,if,a,bit,predictable,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highly,recommended,for,all,ages,although,the,younger,set,will,probably,not,appreciate,some,of,the,more,subtle,references,they,will,certainly,appreciate,one,galley,scene,in,particular,"",	,"",,,,,,,,,,,,,,,,,,,
great,movie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
also,the,story,and,acting,were,weak,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at,around,4,pm,i,bought,it,at,around,8pm,i,started,to,watch,at,around,815pm,i,fast,forwarded,the,remaining,film,to,see,if,there,was,anything,left,watchable,for,a,human,being,with,a,brain,but,there,wasn't,"",	,"",,,,,,
either,way,it,sucks,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,script,is,horrendously,stupid,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,story,starts,too,fast,with,absolutely,no,suspense,or,build-up,in,the,slightest,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everything,captain,howdy,says,is,either,laughable,or,just,plain,stupid,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
what,the,hell,kind,of,crap,is,that,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
then,there's,the,plot,holes,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you,could,drive,a,semi,truck,into,these,holes,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linda,cardellini,is,the,only,thing,good,in,this,film,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
she's,poised,and,amazing,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dee,snider,just,plain,sucks,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
he,can't,act,(one,of,the,least,scary,villains,i,have,ever,seen),he,can't,write,(did,he,write,this,damn,movie,in,his,sleep,"",	,"",,,,,,,,,,,,,,,,,,,,,,
i,was,bored,throughout,the,whole,damn,thing,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,acting,sucks,the,music,sucks,the,script,sucks,the,pacing,sucks,the,special,fx,suck,the,directing,sucks,basically,this,movie,sucks,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,
this,film,tries,to,be,a,serious,and,sophisticated,thriller/horror,flick,and,it,fails,miserably,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,probably,one,of,the,least,effective,and,utterly,unoriginal,films,i,have,ever,seen,in,my,entire,life,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
a,piece,of,cinematic,garbage,captured,on,celluloid,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avoid,at,any,and,all,costs,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at,any,rate,this,film,stinks,its,not,funny,and,fulci,should,have,stayed,with,giallo,and,supernatural,zombie,movies,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
avoid,this,film,at,all,costs,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,don't,know,what,happened,in,season,five,what,a,mess,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,only,consistent,thread,holding,the,series,together,were,the,amazing,performances,of,leni,parker,and,anita,laselva,as,the,two,taelons,in,quiet,idealogical,conflict,"",	,"",,,,,,,,,,,,,,,,,,,,,
now,this,is,a,movie,i,really,dislike,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,one,of,the,most,boring,horror,movies,from,the,90's,mainly,because,it,starts,slow,and,centers,in,a,boring,atmosphere,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,
the,puppets,look,really,cheesy,"",not,in,a,good,way,like,in,the,puppet,master,80's,flicks,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,story,is,lame,not,interesting,and,never,really,explains,the,sinister,origins,of,the,puppets,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,aren't,death,scenes,like,in,previous,movies,and,the,f/x,are,terrible,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,felt,asleep,the,first,time,i,watched,it,so,i,can,recommend,it,for,insomniacs,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,fact,is,this,film,is,a,wonderful,heartwarming,tale,about,two,people,chasing,their,dreams,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,best,part,about,nurse,betty,is,it's,unpredictability,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
director,neil,labute,uses,brutal,violence,to,seperate,dreams,from,reality,and,along,with,the,touching,drama,and,hilarious,comedy,you,can,never,tell,what,is,going,to,happen,next,"",	,"",,,,,,,,,,,,,,,,,
otherwise,don't,even,waste,your,time,on,this,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,one,just,fails,to,create,any,real,suspense,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
as,for,the,killer,don't,expect,anything,original,or,even,remotely,frightening,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,is,however,some,pretty,good,acting,(at,least,for,this,type,of,film),"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i'm,so,sorry,but,i,really,can't,recommend,it,to,anyone,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
one,of,the,most,boringpointless,movies,i,have,ever,seen,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,secondary,plot,line,is,incomprehensible,and,its,relation,to,the,primary,plot,line,is,mystifying,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hated,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,one,of,the,worst,sandra,bullock,movie,since,speed,2,but,not,quite,that,bad,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,don't,understand,how,this,garbage,got,on,the,shelves,of,the,movie,store,it's,not,even,a,real,movie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
i,highly,doubt,that,anyone,could,ever,like,this,trash,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,not,movie-making,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,acting,is,like,watching,wooden,puppets,moving,around,and,reading,from,a,book,that's,how,bad,it,is,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
so,i,am,here,to,warn,you--do,not,rent,this,movie,it,is,the,dumbest,thing,you,have,never,seen,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
i,saw,this,short,film,on,hbo,the,other,day,and,absolutely,loved,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,didn't,realize,how,wonderful,the,short,really,is,until,the,last,two,scenes,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excellent,short,film,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hopefully,the,director,james,cox,can,turn,the,short,into,a,feature,length,film,with,the,same,cast,or,win,us,over,with,a,whole,new,film,"",	,"",,,,,,,,,,,,,,,,,,,,
i,agree,with,jessica,this,movie,is,pretty,bad,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
characters,are,one-dimensional,even,the,good,guys,and,especially,the,bad,guys,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,story,line,is,totally,predictable,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,much,dialogue,not,much,music,the,whole,film,was,shot,as,elaborately,and,aesthetically,like,a,sculpture,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i've,seen,soap,operas,more,intelligent,than,this,movie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bad,characters,bad,story,and,bad,acting,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
really,awful,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,easy,to,watch,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
funny,clever,hip,-,just,like,pray's,previous,film,hype,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,a,long,time,that,i,didn't,see,a,so,charismatic,actor,on,screen,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paolo,sorrentino,has,written,a,wonderful,story,about,loneliness,and,tony,has,built,one,of,the,most,unforgettable,characters,seen,in,movies,in,recent,years,"",	,"",,,,,,,,,,,,,,,,,,,,,,
the,movie,is,not,completely,perfect,but,'titta,di,girolamo',will,stay,with,you,for,a,long,time,after,the,vision,of,the,movie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,
i,rate,this,movie,9/10,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,do,not,know,if,this,was,emilio,estevez's,directorial,debut,but,the,pacing,the,interplay,and,development,of,the,characters,as,well,as,some,clever,camera,work,surrounding,the,character,estevez,plays,all,suggest,a,natural,eye,"",	,"",,,,,,,,,
the,interplay,between,martin,and,emilio,contains,the,same,wonderful,chemistry,we,saw,in,wall,street,with,martin,and,charlie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
kathy,bates,is,wonderful,in,her,characters,subtle,desperation,and,escapism;,a,variation,on,her,character,in,at,play,in,the,fields,of,the,lord,"",	,"",,,,,,,,,,,,,,,,,,,,,,
for,readers,who,have,already,seen,one,of,miyazaki's,films:,he,is,still,in,top,form,and,made,another,worthwhile,experience,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,
it,never,condescends,all,the,characters,have,good,genuine,hearts,and,believable,problems,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,two,main,characters,may,be,two,of,the,most,believable,children,i,ever,saw,put,on,screen,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they,are,so,easy,to,love,but,even,more,easy,to,identify,with,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,movie,is,great--especially,if,you,enjoy,visual,arts,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,scenery,that,the,two,daughters,paint,and,photograph,are,beautiful,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,story,is,also,both,funny,and,poignant,at,times,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
people,who,like,european,films,and,art,movies,will,like,this,movie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,truly,an,art,movie--it,actually,has,a,lot,of,art,in,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go,rent,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
however,after,finally,watching,this,film,i,realized,that,not,only,had,i,had,a,closed,mind,to,the,brilliance,it,depicts,i,also,found,myself,watching,it,over,and,over,again,"",	,"",,,,,,,,,,,,,,,
it's,the,one,movie,that,never,ceases,to,interest,me,simply,because,it,keeps,me,alert,as,i,try,to,attempt,to,decipher,it's,meanings,"",	,"",,,,,,,,,,,,,,,,,,,,,,
brilliance,indeed,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but,if,you,liked,movies,like,the,matrix,(and,better,yet,their,sequels),i,think,you'll,appreciate,the,thought,provoking,mindblowing,experience,this,film,will,give,you,"",	,"",,,,,,,,,,,,,,,,,,,,
think,of,the,film,being,like,a,dream,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simply,beautiful,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
both,rickman,and,stowe,play,their,roles,to,the,hilt,in,this,tale,of,a,childrens',book,writer,who--,maybe--,has,written,a,subversive,tract,"",	,"",,,,,,,,,,,,,,,,,,,,,,
it's,a,gloriously,fun,fast,paced,and,fairly,accurate,portrayal,of,the,night,of,a,raver,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,presents,a,idyllic,yet,serious,portrayal,of,the,ups,and,downs,of,the,characters,lives,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
